Name,Description,Source Organization,Source,Sample/Representative Date,Region/Regional Scope,Other,"Composition, Parameters/Conditions",Valid until,PCR title & Number,Functional Unit,Excluded Lifecycle Stages,Environmental Parameters/Impact Categories Included,HS Codes,Date Published,Unit,Value,Link to EPD,Registration/ID Number,Components,Equation,Primary Product,Industry Tags,id,created_at
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1998,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,2.2815769885521,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",820465,2024-06-02 17:55:24.56733
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2019,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,4.3327024507128,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",879239,2024-06-02 17:56:27.077016
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1976,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,4.6781836868821,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",882144,2024-06-02 17:56:28.999333
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1998,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.21829591784822,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151778,2024-06-02 18:00:38.805265
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1992,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.2750641046448,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1231730,2024-06-02 18:01:55.361214
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1989,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,8.1205476356434,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475840,2024-06-02 18:05:46.020766
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1982,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.14008248874093,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475858,2024-06-02 18:05:46.020766
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2003,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,10.200790377104,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1493539,2024-06-02 18:06:05.427402
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2021,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,390166.25006175,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1569741,2024-06-02 18:07:36.648743
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2001,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.455871077286,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604124,2024-06-02 17:52:23.24509
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1972,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.11989916731781,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631167,2024-06-02 17:52:45.934551
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1999,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,340142.087101,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",965567,2024-06-02 17:57:38.925949
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1991,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.5388208108909,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1042544,2024-06-02 17:59:04.746484
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1986,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,6.9207938558544,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151695,2024-06-02 18:00:38.805265
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1991,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.7616485602266,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1280182,2024-06-02 18:02:38.438714
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1981,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.4131759400451,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1359562,2024-06-02 18:04:00.854
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1993,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.6793799601838,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475849,2024-06-02 18:05:46.020766
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1976,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.2187989070948,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1533165,2024-06-02 18:06:54.235194
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1970,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,4.8298028701275,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604118,2024-06-02 17:52:23.24509
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2009,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.2905170320625,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631173,2024-06-02 17:52:45.934551
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2016,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.36678778279741,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631174,2024-06-02 17:52:45.934551
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1973,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.3072818008696,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",738563,2024-06-02 17:54:21.845024
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1970,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,169300.99655376,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",776404,2024-06-02 17:54:49.184327
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1979,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.426529152029,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",820459,2024-06-02 17:55:24.56733
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2020,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.283476912699,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",882176,2024-06-02 17:56:28.999333
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1994,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.793019669421,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1042514,2024-06-02 17:59:04.746484
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2007,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,9.6511714130503,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1107507,2024-06-02 17:59:59.193855
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1980,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.0821600527572,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151724,2024-06-02 18:00:38.805265
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1977,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.1271773890937,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151765,2024-06-02 18:00:38.805265
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1996,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,6.2792197337372,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1231747,2024-06-02 18:01:55.361214
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1973,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.12507764675002,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1231754,2024-06-02 18:01:55.361214
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1972,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.2531575660937,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1299901,2024-06-02 18:03:04.552548
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2019,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.4133276677107,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475863,2024-06-02 18:05:46.020766
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2000,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,9.8642126529246,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604114,2024-06-02 17:52:23.24509
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1977,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.0490070670067,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604119,2024-06-02 17:52:23.24509
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1970,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.1844191044744,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",820457,2024-06-02 17:55:24.56733
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2018,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,13.130880619699,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",882173,2024-06-02 17:56:28.999333
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1973,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.0492336840699,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1042535,2024-06-02 17:59:04.746484
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1974,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.12031269600471,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1042559,2024-06-02 17:59:04.746484
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2003,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.24399690535539,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1042582,2024-06-02 17:59:04.746484
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2015,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,11.301090916223,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1183507,2024-06-02 18:01:14.832034
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1977,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,4.921829677913,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1231740,2024-06-02 18:01:55.361214
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2007,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,3.1333218740619,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1280203,2024-06-02 18:02:38.438714
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1988,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.9327300471815,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1299910,2024-06-02 18:03:04.552548
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1985,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,6.298667681105,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475838,2024-06-02 18:05:46.020766
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2011,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,10.169174223442,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604127,2024-06-02 17:52:23.24509
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1994,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.8923004025097,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631160,2024-06-02 17:52:45.934551
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2018,int aviation,Fuel type: bio,,,,,,,,26 November 2023,kt N2O,3.684e-07,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",882103,2024-06-02 17:56:28.999333
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1993,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.4135998655818,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151700,2024-06-02 18:00:38.805265
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2004,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,11.018574008383,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1183480,2024-06-02 18:01:14.832034
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2018,int aviation,Fuel type: bio,,,,,,,,26 November 2023,kt CH4,9.21e-08,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1280161,2024-06-02 18:02:38.438714
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2013,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,480909.12624567,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1394566,2024-06-02 18:04:28.936229
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1988,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.730920188726,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475839,2024-06-02 18:05:46.020766
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2013,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,13.452108905948,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1493542,2024-06-02 18:06:05.427402
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1971,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,169300.99655376,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1569729,2024-06-02 18:07:36.648743
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1986,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.16554131797683,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631170,2024-06-02 17:52:45.934551
